OBJECTID,ROAD_ID,ROAD_NAME,SHAPE__LENGTH,NS_SPEED_LIMIT
228,10233,DOMAIN ROAD,58.020509102094,50.0
229,10235,DOMENT CRESCENT,521.014582319323,50.0
230,10236,DONALDSON DRIVE,180.62100821341,60.0
231,10237,DONOHUE ROAD,651.063554357291,100.0
232,10238,DORMER ROAD,1152.95329211135,60.0
233,10239,DOWNER ACCESS ROAD,1004.05735999391,100.0
234,10240,D'OYLY DRIVE,659.993725933314,50.0
235,10241,DRINNAN ROAD,462.895223394545,60.0
236,10242,DRURY LANE,610.02924273801,60.0
237,10243,DUCK CREEK ROAD,532.911979976408,60.0
238,10244,DUCK CREEK ROAD,4036.06757907913,80.0
239,10244,DUCK CREEK ROAD,1598.40618490367,50.0
240,10245,ARROWSMITH ROAD,1039.19900933343,40.0
241,10247,DUKE STREET,30.0220059145873,45.0
242,10247,DUKE STREET,328.273263819997,50.0
243,10248,DUNBAR ROAD,236.796029749744,50.0
244,10249,DUNCANSBY ROAD,672.838651733255,50.0
245,11274,DUNCANSBY ROAD,83.3055294283372,50.0
246,11275,DUNCANSBY ROAD,30.1512604999219,50.0
247,11276,DUNCANSBY ROAD,109.286986480179,50.0
248,10250,DUNGARVON PLACE,300.071643382713,50.0
249,10251,DUNNING ROAD,1940.16606548416,100.0
250,10252,DUREY ROAD,1414.56142244707,60.0
251,10253,DURNESS PLACE,168.022569827755,50.0
252,10254,D'URVILLE PLACE,118.443988386409,50.0
253,10255,DYE ACCESS ROAD,359.700533882874,100.0
254,10256,DYER ROAD,3005.29671642266,100.0
255,10257,DYSART LANE,510.135906651926,60.0
256,10258,EAGLE PLACE,102.641013644438,50.0
257,10259,EAST AVENUE,289.91804181907,50.0
258,10261,EAST STREET,114.174004239308,50.0
259,10262,EDGERLEY ROAD,1119.19485492445,100.0
260,10263,EDGEWATER GR,153.614951946868,50.0
261,10264,EDITH PLACE,92.7254306644466,50.0
262,10265,EDITH RIDGE ROAD,220.273936680352,100.0
263,10266,EDWARD AVENUE,462.308127173127,50.0
264,10267,EDWARD STREET,129.632199393707,50.0
265,10268,EDWARDS ROAD,979.775655040032,40.0
266,10269,EDWIN MITCHELSON ROAD,240.785984293015,50.0
267,10270,EL HAMA ROAD,424.433668322347,50.0
268,10271,ELGIN PLACE,95.2543913784179,50.0
269,10272,ELIZABETH POINT ROAD,359.88799774227,100.0
270,10273,ELIZABETH STREET,399.795044546248,30.0
271,10274,ELIZABETH STREET,265.897760010413,50.0
272,10275,ELLIOT STREET,413.513440197946,50.0
273,10276,ELLISTON CRESCENT,677.019040454569,30.0
274,10277,EMPIRE ROAD,39.7562812201638,30.0
275,10277,EMPIRE ROAD,99.3907665323137,50.0
276,10278,ESCOTT ROAD,1766.37896329639,80.0
277,10279,ESME GR,94.7097726824993,50.0
278,10280,EVANS ROAD,4139.77861539569,40.0
279,10281,EVERARD AVENUE,548.010248522389,50.0
280,10282,EVES ROAD,2167.03498736714,100.0
281,10283,FACTORY ROAD,317.241169283163,50.0
282,10284,FAIRHAVEN WALK,175.618321883102,50.0
283,10285,FAIRWAY AVENUE,423.739975485242,50.0
284,10287,FALLS ROAD,791.239131564114,60.0
285,10287,FALLS ROAD,915.608482860127,50.0
286,10288,FALLS STREET,258.012594223371,50.0
287,10290,FARMERS LIME ROAD,1315.13554240757,100.0
288,10291,FARNELL PLACE,90.5739943478721,50.0
289,10292,FARRAND ROAD,521.65402275221,60.0
290,10293,FERNDALE AVENUE,160.11999757041,40.0
291,10294,FERNDALE DRIVE,241.66695990174,50.0
292,10295,FERRY ROAD,1093.00405081925,50.0
293,11283,FERRY ROAD,88.2169855930006,50.0
294,10296,FIDDLERS HILL ROAD,1342.68899896383,100.0
295,10297,FIDELIS AVENUE,643.185339417932,50.0
296,10298,FISHERMANS COVE,144.405995333527,50.0
297,10299,FISHLOCK ROAD,2101.83176672228,100.0
298,10300,FITZGERALD ROAD,1703.84264446123,100.0
299,10302,FLAGSTAFFE ROAD,250.025295115707,50.0
300,10302,FLAGSTAFFE ROAD,415.305039524623,100.0
301,10303,FLETCHER ROAD,1944.37963893155,100.0
302,10304,FLEXMAN PLACE,201.74897151764,50.0
303,10305,FLORENCE AVENUE,354.263791714849,30.0
304,10305,FLORENCE AVENUE,660.960150776218,50.0
305,10307,FLOUNDER POINT ROAD,145.817066017074,50.0
306,10308,FOLEY QUARRY ROAD,2268.04663665512,80.0
307,10309,FORDYCE ROAD,4793.18820020103,80.0
308,10309,FORDYCE ROAD,52.0329131443476,50.0
309,10309,FORDYCE ROAD,385.696754453736,45.0
310,10309,FORDYCE ROAD,143.858700821686,50.0
311,10310,FORDYCE ROAD,366.584313829777,100.0
312,10311,FOREST GLEN,354.888576748544,30.0
313,10312,FORESTRY ROAD,1077.5914587028,60.0
314,10313,FORESTRY ROAD,4120.90591041275,80.0
315,10314,FORGE ROAD,934.696565246752,50.0
316,10315,FORK ROAD,522.091813933551,100.0
317,10316,FOSTER CRESCENT,404.716970700322,50.0
318,10317,FOSTER ROAD,4002.72384015905,80.0
319,10318,FOUNDRY ROAD,1225.40800114829,50.0
320,10319,FOWLER ACCESS ROAD,1200.391628921,80.0
321,10320,FRANCIS AVENUE,123.874982438885,50.0
322,10322,FROST ROAD,753.429661575338,60.0
323,10323,FROST ROAD,973.553386329065,50.0
324,10324,FULLER ROAD,3050.98528572192,100.0
325,10325,NELSON ROAD,1624.27272358104,60.0
326,10326,GARFIELD ROAD,1192.7487679724,50.0
327,10329,GATFIELD ROAD,1344.08729987426,100.0
328,10331,GEORGE LOWE PLACE,77.3019517835437,30.0
329,10332,GEORGE STREET,179.718907759995,50.0
330,10333,GEORGE STREET NORTH,56.7682250828658,50.0
331,10333,GEORGE STREET NORTH,338.277112643737,50.0
332,10334,GERALD STOKES AVENUE,89.1100451669361,50.0
333,10335,GERONTIUS LANE,225.934019399139,50.0
334,10336,GERVIN ROAD,1747.00992449148,100.0
335,80455,GERVIN ROAD,112.113253724093,100.0
336,10337,GILBRANSEN ROAD,537.178969834891,30.0
337,10338,GILSHENNAN VALLEY,226.526623383792,50.0
338,10340,GLAMIS AVENUE,206.404974483339,50.0
339,10341,GLEDSTANE ROAD,678.849943210307,50.0
340,10341,GLEDSTANE ROAD,82.7509590630322,30.0
341,10342,GLENELG ROAD,346.840039610798,50.0
342,10343,GLENGARRY AVENUE,383.457965184095,50.0
343,10344,GLENMORE DRIVE,512.086943781687,50.0
344,10345,GLENMORE ROAD,3394.68636797603,80.0
345,10346,GOAT ISLAND ROAD,1542.58356793432,60.0
346,10347,GOATLEY ROAD,2222.24068572099,100.0
347,10348,GOLF ROAD,782.161974685694,80.0
348,10349,GOODALL ROAD,977.608688213858,50.0
349,10350,GORDON CRAIG PLACE,398.332023342963,50.0
350,10351,CLEMENTS HILL LANE,298.183140089462,100.0
351,10353,GOUDIE ROAD,248.076032696836,100.0
352,10354,GOVAN WILSON ROAD,3607.20922954373,40.0
353,10355,GOW STREET,113.085061280576,50.0
354,10357,GRANDVIEW ROAD,83.3850490518228,50.0
355,10358,GRAND VIEW ROAD,648.091123464704,50.0
356,10359,GRANGE STREET,583.243790694677,60.0
357,10359,GRANGE STREET,745.430302417803,60.0
358,10360,GRANT STREET,110.043890711118,50.0
359,10361,GRANVILLE ROAD,666.993240958954,100.0
360,10362,GRAYSON ROAD,338.940900126566,100.0
361,10364,GREAT NORTH ROAD,571.200696358396,50.0
362,10365,GREEN HOLLOWS ROAD,1518.81169125886,100.0
363,10366,GREEN LANE,138.724684552972,50.0
364,10367,GREEN ROAD,1665.08549580748,80.0
365,10367,GREEN ROAD,568.889789425358,60.0
366,10368,GREEN ROAD,2327.94861959629,80.0
367,10368,GREEN ROAD,985.160995235748,50.0
368,10368,GREEN ROAD,299.507885893543,50.0
369,10369,GREEN ROAD,772.678257814206,100.0
370,10370,NIXON ROAD,2677.24399083814,80.0
371,10371,GRICE ROAD,335.553600330784,100.0
372,10372,BM GUBBS ROAD,4011.06651767127,100.0
373,10373,GULF HARBOUR DRIVE,3091.85774799931,50.0
374,10374,GUMDIGGERS LANE,24.4434913208385,45.0
375,10374,GUMDIGGERS LANE,92.8736512157592,50.0
376,10375,GUM STORE ROAD,776.216262248002,100.0
377,10376,GURNARD ROAD,149.451025122666,50.0
378,10377,GUY ROAD,480.764465020943,100.0
379,10378,HAIGH ACCESS ROAD,1198.15234058001,80.0
380,10379,HALLDENE TERRACE,215.284450374015,50.0
381,10380,HALL HEAD ROAD,139.04301358788,100.0
382,10381,HALL LANE,69.0977853538615,70.0
383,10382,HAMATANA ROAD,271.505819935696,50.0
384,10383,HAMILTON ROAD,1323.86036710286,100.0
385,10384,HAMILTON ROAD,3746.23615707239,60.0
386,10385,HAMMOND AVENUE,469.854013356893,50.0
387,10386,HAND ROAD,548.590613177707,50.0
388,10387,HANHAM ROAD,2235.95496380033,80.0
389,10389,HANOVER STREET,280.168957627748,50.0
390,10390,HARANUI ROAD,1754.95861740834,100.0
391,10391,HARATAUA ROAD,1092.19611421574,100.0
392,10392,HARBOUR VIEW ROAD,399.204160490364,40.0
393,10393,HARBOUR VIEW ROAD,562.521027891576,50.0
394,10394,HARDING ROAD,380.612626633524,100.0
395,10395,HARDLEY AVENUE,285.376978655797,50.0
396,10396,HARRISON STREET,68.15716934029,50.0
398,10398,HAFTON ROAD,220.352784309977,100.0
399,10399,HATFIELD HEIGHTS,168.16903339836,50.0
400,10400,HATTON ROAD,583.406054918046,50.0
401,10401,HAUITI DRIVE,543.007992125032,50.0
402,10402,HAURAKI ROAD,1183.73693504591,50.0
403,10404,HAWKENS ROAD,968.261146871242,100.0
404,10405,HAWKES ACCESS ROAD,638.798390742259,100.0
405,10406,HAWKING ROAD,1040.01609431228,100.0
406,10407,HAYWOOD LANE,187.018551296404,60.0
407,10408,HAZELMERE STREET,111.201877380851,50.0
408,10409,HEAVEN ROAD,1166.70123031421,100.0
409,10410,HELLYER ROAD,1686.05799108235,100.0
410,10411,HENLEY ROAD,281.455187054147,100.0
411,10412,HEPBURN CREEK ROAD,609.825158971335,50.0
412,10412,HEPBURN CREEK ROAD,3417.82724260363,40.0
413,10413,HERMAN STREET,121.843720648874,50.0
414,10414,HEXHAM STREET,341.680542713593,50.0
415,10415,HIBISCUS AVENUE,88.0389038424516,50.0
416,10416,HIGHAM FERRERS PLACE,140.287037088458,50.0
417,10417,HIGHAM ROAD,1901.87735580322,100.0
418,10418,HILL STREET,195.805021910135,40.0
419,10421,HILL STREET,696.822011438174,50.0
420,10422,HILLARY SQUARE CARPARK #2-10,74.8150422981331,30.0
421,10423,HILLCREST ROAD,2902.52618252887,50.0
422,11269,HILLCREST ROAD,99.000005114435,50.0
423,10424,HILLSIDE CRESCENT,166.002990987357,50.0
424,10425,HINAU ROAD,1546.46202070642,80.0
425,10426,HINDLE ROAD,156.203848524733,100.0
426,10427,HINEMOA PLACE,164.481958921877,50.0
427,10428,HIWI CRESCENT,104.203163301889,50.0
428,10429,HOBBS ROAD,1230.28187949693,50.0
429,10431,HODGART ROAD,633.973670614273,40.0
430,10432,HOLIDAY ROAD,450.193039290371,50.0
431,10433,HOMESTEAD ROAD,547.752077631961,50.0
432,10434,HOOD STREET,197.133346334239,50.0
433,10435,RED HILLS ROAD,2509.46768750647,80.0
434,40485,RED HILLS ROAD,35.7343167899976,50.0
435,40485,RED HILLS ROAD,272.584671802646,45.0
436,40485,RED HILLS ROAD,74.5415036476143,50.0
437,40485,RED HILLS ROAD,836.101222962803,70.0
438,40485,RED HILLS ROAD,256.018142980931,80.0
439,10436,HORSESHOE BUSH ROAD,60.0340346711137,60.0
441,10436,HORSESHOE BUSH ROAD,3371.55761565143,60.0
442,10437,HOTEO RIVER ROAD,69.8040415169006,100.0
443,10438,HOTEO STATION ROAD,488.816239222125,100.0
444,10439,BISHOP LANE,773.14998677975,40.0
445,10440,HUDSON LANE,166.136375928078,100.0
446,10441,HUDSON ROAD,1042.07510880497,50.0
447,10442,HULL ROAD,433.694013901144,80.0
448,10443,HUNGRY CREEK ROAD,1821.22707526625,40.0
449,10445,HUNTER ROAD,1915.48846558128,100.0
450,10446,HURDLOW PLACE,67.8820076326539,50.0
451,10447,HUTCHINSON ROAD,1317.16666437355,100.0
452,10448,INCA PLACE,50.6219761970752,50.0
453,10449,INGLETON ROAD,2302.9389010239,100.0
455,10450,INLAND ROAD,1278.94161678182,80.0
456,10450,INLAND ROAD,1315.99995132046,80.0
457,10451,IRELAND ROAD,2955.17834690666,60.0
458,10451,IRELAND ROAD,658.860901507492,80.0
459,10452,IRIS STREET,122.163056388294,50.0
460,10453,IRVINE ROAD,240.397680357915,100.0
461,10454,JACKSON CRESCENT,285.066506652148,60.0
462,10455,JACKSON WAY,1014.99765095585,100.0
463,10458,JAMES MACKIE ROAD,1350.38998368847,100.0
464,10459,JAMES MCLEOD ROAD,378.879371587838,50.0
465,10461,JAMES STREET,428.63383982496,60.0
466,10462,JAMIESON ROAD,362.665022264273,40.0
467,10463,JANE GIFFORD PLACE,169.488320612565,50.0
468,10464,JAVELIN CLOSE,158.461040149455,50.0
469,10465,JEFFS ROAD,727.745777596558,80.0
470,10466,JELAS ROAD,494.967002616782,50.0
471,10467,JOBLIN ROAD,374.332481976844,100.0
472,10468,JOHN DEE CRESCENT,366.316041241494,50.0
473,10469,JOHN ROAD,167.822798770943,50.0
474,10471,JONES ROAD,1869.36111765382,60.0
475,10473,JORDAN ROAD,4126.70368094946,100.0
477,10475,JOYDON PLACE,209.097129665537,50.0
478,11277,JOYDON PLACE,60.5479673945063,50.0
479,10476,J FARMER ROAD,549.7197303628,100.0
481,10478,J GREENWOOD ROAD,730.861907278559,100.0
482,10479,KAHIKATEA FLAT ROAD,309.103556741794,60.0
483,10479,KAHIKATEA FLAT ROAD,987.701702016259,80.0
485,10479,KAHIKATEA FLAT ROAD,1902.92405116399,50.0
486,10479,KAHIKATEA FLAT ROAD,3943.12403965445,80.0
487,10480,KAHURANGI PLACE,186.187852369676,50.0
488,10481,KAIPARA CRESCENT,163.005062884571,50.0
490,10482,KAIPARA FLATS ROAD,560.64949651871,70.0
491,10482,KAIPARA FLATS ROAD,549.769831343158,50.0
492,10482,KAIPARA FLATS ROAD,66.8886756556752,100.0
494,10484,KAIPARA PORTAGE ROAD,903.751410612853,50.0
495,10485,KAITOTO ROAD,307.430590152096,100.0
496,10486,KAKARAEA ROAD,2109.02645344883,100.0
497,10487,KAKARIKI VIEWS,86.3201259356777,50.0
499,10489,KANUKA ROAD,305.861875148671,50.0
500,10491,MARY KEANE LANE,111.629119022903,50.0
501,10492,KAREPIRO DRIVE,866.994197829525,50.0
502,10493,KASPER STREET,147.541964481091,50.0
503,10494,KATENE PLACE,166.305011962304,50.0
504,10495,KATHY TERRACE,184.025999650083,50.0
505,10496,KAURI CRESCENT EAST,1428.34124509288,80.0
506,10497,KAURI CRESCENT,452.109293357408,50.0
507,10498,KAURI DRIVE,278.058018419232,50.0
508,10499,KAURI ROAD,786.011128504842,50.0
509,10500,KAWAU ISLAND AVENUE,120.847035793453,50.0
510,10501,KAWAU VIEW ROAD,310.016534610168,50.0
511,10502,APOLLO PLACE,128.616694791047,50.0
512,10503,KEITH ROAD,166.294167310478,50.0
513,10504,KELGARY PLACE,108.61801794554,50.0
514,10505,KENDALE DRIVE,401.659908403074,50.0
515,10506,KENNAWAY ROAD,98.6938729141543,80.0
516,10507,KENNEDY ROAD,1357.81012772551,80.0
517,10507,KENNEDY ROAD,573.691991062431,60.0
518,10508,KENNETH HOPPER PLACE,144.303045345796,50.0
519,10509,KENT STREET,126.325398675055,50.0
520,10510,KENT TERRACE,96.1341399385644,50.0
